time 	 cos(th) 	 sin(th) 	 theta 	 theta_dot 
1236.550 	 -0.977 	 -0.212 	 2.928 	 	 -0.551 
1236.600 	 -0.986 	 -0.164 	 2.976 	 	 -0.961 
1236.650 	 -0.995 	 -0.098 	 3.043 	 	 -1.336 
1236.700 	 -1.000 	 -0.015 	 3.126 	 	 -1.661 
1236.750 	 -0.997 	 0.081 	 3.061 	 	 -1.924 
1236.800 	 -0.983 	 0.186 	 2.955 	 	 -2.115 
1236.850 	 -0.956 	 0.294 	 2.843 	 	 -2.228 
1236.900 	 -0.917 	 0.400 	 2.730 	 	 -2.259 
1236.950 	 -0.867 	 0.498 	 2.620 	 	 -2.211 
1237.000 	 -0.810 	 0.586 	 2.516 	 	 -2.089 
1237.050 	 -0.751 	 0.660 	 2.420 	 	 -1.901 
1237.100 	 -0.694 	 0.720 	 2.338 	 	 -1.657 
1237.150 	 -0.643 	 0.766 	 2.269 	 	 -1.369 
1237.200 	 -0.602 	 0.798 	 2.217 	 	 -1.046 
1237.250 	 -0.574 	 0.819 	 2.182 	 	 -0.699 
1237.300 	 -0.560 	 0.828 	 2.165 	 	 -0.336 
1237.350 	 -0.561 	 0.828 	 2.167 	 	 0.034 
1237.400 	 -0.578 	 0.816 	 2.187 	 	 0.403 
1237.450 	 -0.609 	 0.793 	 2.225 	 	 0.763 
1237.500 	 -0.652 	 0.759 	 2.281 	 	 1.107 
1237.550 	 -0.704 	 0.710 	 2.352 	 	 1.424 
1237.600 	 -0.762 	 0.648 	 2.437 	 	 1.705 
1237.650 	 -0.821 	 0.571 	 2.534 	 	 1.940 
1237.700 	 -0.877 	 0.481 	 2.640 	 	 2.116 
1237.750 	 -0.925 	 0.381 	 2.751 	 	 2.225 
1237.800 	 -0.962 	 0.274 	 2.864 	 	 2.259 
1237.850 	 -0.986 	 0.166 	 2.975 	 	 2.213 
1237.900 	 -0.998 	 0.063 	 3.079 	 	 2.086 
1237.950 	 -1.000 	 -0.031 	 3.110 	 	 1.882 
1238.000 	 -0.994 	 -0.112 	 3.030 	 	 1.606 
1238.050 	 -0.985 	 -0.174 	 2.966 	 	 1.271 
1238.100 	 -0.976 	 -0.218 	 2.922 	 	 0.889 
1238.150 	 -0.971 	 -0.241 	 2.898 	 	 0.474 
1238.200 	 -0.970 	 -0.243 	 2.896 	 	 0.041 
1238.250 	 -0.975 	 -0.224 	 2.916 	 	 -0.393 
1238.300 	 -0.983 	 -0.184 	 2.956 	 	 -0.812 
1238.350 	 -0.992 	 -0.125 	 3.016 	 	 -1.202 
1238.400 	 -0.999 	 -0.048 	 3.094 	 	 -1.547 
1238.450 	 -0.999 	 0.044 	 3.098 	 	 -1.835 
1238.500 	 -0.989 	 0.146 	 2.995 	 	 -2.053 
1238.550 	 -0.967 	 0.254 	 2.885 	 	 -2.195 
1238.600 	 -0.933 	 0.361 	 2.772 	 	 -2.257 
1238.650 	 -0.887 	 0.463 	 2.661 	 	 -2.238 
1238.700 	 -0.832 	 0.555 	 2.553 	 	 -2.142 
1238.750 	 -0.773 	 0.634 	 2.455 	 	 -1.978 
1238.800 	 -0.715 	 0.700 	 2.367 	 	 -1.754 
1238.850 	 -0.661 	 0.750 	 2.293 	 	 -1.480 
1238.900 	 -0.616 	 0.788 	 2.234 	 	 -1.169 
1238.950 	 -0.583 	 0.813 	 2.193 	 	 -0.830 
1239.000 	 -0.563 	 0.826 	 2.169 	 	 -0.472 
1239.050 	 -0.559 	 0.829 	 2.164 	 	 -0.104 
1239.100 	 -0.570 	 0.822 	 2.177 	 	 0.266 
1239.150 	 -0.596 	 0.803 	 2.209 	 	 0.631 
1239.200 	 -0.634 	 0.773 	 2.258 	 	 0.982 
1239.250 	 -0.684 	 0.730 	 2.324 	 	 1.310 
1239.300 	 -0.740 	 0.673 	 2.404 	 	 1.606 
1239.350 	 -0.799 	 0.601 	 2.497 	 	 1.859 
1239.400 	 -0.857 	 0.516 	 2.600 	 	 2.058 
1239.450 	 -0.908 	 0.419 	 2.709 	 	 2.193 
1239.500 	 -0.949 	 0.314 	 2.822 	 	 2.256 
1239.550 	 -0.979 	 0.206 	 2.934 	 	 2.240 
1239.600 	 -0.995 	 0.100 	 3.041 	 	 2.143 
1239.650 	 -1.000 	 0.002 	 3.140 	 	 1.966 
1239.700 	 -0.996 	 -0.084 	 3.058 	 	 1.716 
1239.750 	 -0.988 	 -0.153 	 2.988 	 	 1.402 
1239.800 	 -0.979 	 -0.204 	 2.936 	 	 1.035 
1239.850 	 -0.972 	 -0.235 	 2.904 	 	 0.631 
1239.900 	 -0.970 	 -0.245 	 2.894 	 	 0.203 
1239.950 	 -0.972 	 -0.234 	 2.906 	 	 -0.232 
1240.000 	 -0.980 	 -0.201 	 2.939 	 	 -0.659 
1240.050 	 -0.989 	 -0.149 	 2.992 	 	 -1.062 
1240.100 	 -0.997 	 -0.078 	 3.063 	 	 -1.425 
1240.150 	 -1.000 	 0.008 	 3.133 	 	 -1.735 
1240.200 	 -0.994 	 0.107 	 3.034 	 	 -1.981 
1240.250 	 -0.977 	 0.213 	 2.927 	 	 -2.152 
1240.300 	 -0.947 	 0.321 	 2.814 	 	 -2.243 
1240.350 	 -0.905 	 0.426 	 2.702 	 	 -2.254 
1240.400 	 -0.853 	 0.522 	 2.592 	 	 -2.186 
1240.450 	 -0.795 	 0.606 	 2.490 	 	 -2.046 
1240.500 	 -0.736 	 0.677 	 2.398 	 	 -1.843 
1240.550 	 -0.680 	 0.733 	 2.319 	 	 -1.587 
1240.600 	 -0.631 	 0.775 	 2.254 	 	 -1.289 
1240.650 	 -0.594 	 0.805 	 2.206 	 	 -0.959 
1240.700 	 -0.569 	 0.822 	 2.176 	 	 -0.607 
1240.750 	 -0.559 	 0.829 	 2.164 	 	 -0.241 
1240.800 	 -0.564 	 0.826 	 2.170 	 	 0.129 
1240.850 	 -0.585 	 0.811 	 2.195 	 	 0.497 
1240.900 	 -0.619 	 0.786 	 2.238 	 	 0.853 
1240.950 	 -0.664 	 0.747 	 2.297 	 	 1.191 
1241.000 	 -0.718 	 0.696 	 2.372 	 	 1.500 
1241.050 	 -0.777 	 0.629 	 2.461 	 	 1.770 
1241.100 	 -0.836 	 0.549 	 2.560 	 	 1.991 
1241.150 	 -0.890 	 0.456 	 2.668 	 	 2.151 
1241.200 	 -0.935 	 0.354 	 2.780 	 	 2.241 
1241.250 	 -0.969 	 0.246 	 2.893 	 	 2.255 
1241.300 	 -0.990 	 0.139 	 3.002 	 	 2.188 
1241.350 	 -0.999 	 0.037 	 3.104 	 	 2.041 
1241.400 	 -0.999 	 -0.053 	 3.088 	 	 1.817 
1241.450 	 -0.992 	 -0.129 	 3.012 	 	 1.526 
1241.500 	 -0.982 	 -0.188 	 2.953 	 	 1.177 
1241.550 	 -0.974 	 -0.226 	 2.914 	 	 0.785 
1241.600 	 -0.970 	 -0.244 	 2.896 	 	 0.364 
1241.650 	 -0.971 	 -0.240 	 2.899 	 	 -0.071 
1241.700 	 -0.976 	 -0.216 	 2.924 	 	 -0.502 
1241.750 	 -0.985 	 -0.171 	 2.970 	 	 -0.916 
1241.800 	 -0.994 	 -0.107 	 3.035 	 	 -1.295 
1241.850 	 -1.000 	 -0.026 	 3.116 	 	 -1.627 
1241.900 	 -0.998 	 0.069 	 3.072 	 	 -1.898 
1241.950 	 -0.985 	 0.173 	 2.967 	 	 -2.097 
1242.000 	 -0.960 	 0.281 	 2.856 	 	 -2.219 
1242.050 	 -0.922 	 0.388 	 2.743 	 	 -2.259 
1242.100 	 -0.873 	 0.487 	 2.632 	 	 -2.220 
1242.150 	 -0.817 	 0.576 	 2.527 	 	 -2.106 
1242.200 	 -0.758 	 0.652 	 2.431 	 	 -1.925 
1242.250 	 -0.700 	 0.714 	 2.346 	 	 -1.688 
1242.300 	 -0.648 	 0.761 	 2.276 	 	 -1.404 
1242.350 	 -0.606 	 0.795 	 2.222 	 	 -1.085 
1242.400 	 -0.576 	 0.817 	 2.185 	 	 -0.740 
1242.450 	 -0.561 	 0.828 	 2.166 	 	 -0.378 
1242.500 	 -0.560 	 0.828 	 2.166 	 	 -0.009 
1242.550 	 -0.575 	 0.818 	 2.184 	 	 0.361 
1242.600 	 -0.604 	 0.797 	 2.220 	 	 0.723 
1242.650 	 -0.646 	 0.763 	 2.273 	 	 1.068 
1242.700 	 -0.698 	 0.717 	 2.343 	 	 1.389 
1242.750 	 -0.755 	 0.656 	 2.427 	 	 1.675 
1242.800 	 -0.814 	 0.580 	 2.522 	 	 1.915 
1242.850 	 -0.871 	 0.492 	 2.627 	 	 2.099 
1242.900 	 -0.920 	 0.393 	 2.738 	 	 2.216 
1242.950 	 -0.958 	 0.286 	 2.851 	 	 2.259 
1243.000 	 -0.984 	 0.178 	 2.962 	 	 2.223 
1243.050 	 -0.997 	 0.074 	 3.067 	 	 2.105 
1243.100 	 -1.000 	 -0.021 	 3.120 	 	 1.909 
1243.150 	 -0.995 	 -0.103 	 3.038 	 	 1.641 
1243.200 	 -0.986 	 -0.168 	 2.973 	 	 1.312 
1243.250 	 -0.977 	 -0.214 	 2.926 	 	 0.935 
1243.300 	 -0.971 	 -0.239 	 2.900 	 	 0.523 
1243.350 	 -0.970 	 -0.244 	 2.895 	 	 0.092 
1243.400 	 -0.974 	 -0.227 	 2.912 	 	 -0.343 
1243.450 	 -0.982 	 -0.190 	 2.951 	 	 -0.765 
1243.500 	 -0.991 	 -0.133 	 3.009 	 	 -1.159 
1243.550 	 -0.998 	 -0.058 	 3.084 	 	 -1.510 
1243.600 	 -0.999 	 0.033 	 3.109 	 	 -1.805 
1243.650 	 -0.991 	 0.134 	 3.007 	 	 -2.032 
1243.700 	 -0.971 	 0.241 	 2.898 	 	 -2.183 
1243.750 	 -0.937 	 0.349 	 2.785 	 	 -2.254 
1243.800 	 -0.892 	 0.451 	 2.673 	 	 -2.244 
1243.850 	 -0.839 	 0.545 	 2.565 	 	 -2.157 
1243.900 	 -0.780 	 0.626 	 2.465 	 	 -2.000 
1243.950 	 -0.721 	 0.693 	 2.376 	 	 -1.782 
1244.000 	 -0.667 	 0.745 	 2.301 	 	 -1.514 
1244.050 	 -0.621 	 0.784 	 2.240 	 	 -1.207 
1244.100 	 -0.586 	 0.810 	 2.197 	 	 -0.870 
1244.150 	 -0.565 	 0.825 	 2.171 	 	 -0.514 
1244.200 	 -0.559 	 0.829 	 2.164 	 	 -0.147 
1244.250 	 -0.568 	 0.823 	 2.175 	 	 0.224 
1244.300 	 -0.592 	 0.806 	 2.204 	 	 0.589 
1244.350 	 -0.629 	 0.777 	 2.251 	 	 0.942 
1244.400 	 -0.678 	 0.736 	 2.315 	 	 1.273 
1244.450 	 -0.733 	 0.680 	 2.394 	 	 1.574 
1244.500 	 -0.792 	 0.610 	 2.485 	 	 1.832 
1244.550 	 -0.850 	 0.526 	 2.587 	 	 2.038 
1244.600 	 -0.903 	 0.431 	 2.696 	 	 2.181 
1244.650 	 -0.945 	 0.326 	 2.809 	 	 2.252 
1244.700 	 -0.976 	 0.219 	 2.921 	 	 2.246 
1244.750 	 -0.994 	 0.112 	 3.029 	 	 2.158 
1244.800 	 -1.000 	 0.013 	 3.129 	 	 1.991 
1244.850 	 -0.997 	 -0.075 	 3.067 	 	 1.749 
1244.900 	 -0.989 	 -0.146 	 2.995 	 	 1.441 
1244.950 	 -0.980 	 -0.199 	 2.941 	 	 1.080 
1245.000 	 -0.973 	 -0.232 	 2.907 	 	 0.679 
1245.050 	 -0.970 	 -0.245 	 2.894 	 	 0.253 
1245.100 	 -0.972 	 -0.236 	 2.903 	 	 -0.182 
1245.150 	 -0.979 	 -0.206 	 2.934 	 	 -0.611 
1245.200 	 -0.988 	 -0.156 	 2.985 	 	 -1.017 
1245.250 	 -0.996 	 -0.087 	 3.054 	 	 -1.385 
1245.300 	 -1.000 	 -0.002 	 3.139 	 	 -1.703 
1245.350 	 -0.995 	 0.095 	 3.046 	 	 -1.956 
1245.400 	 -0.980 	 0.201 	 2.939 	 	 -2.136 
1245.450 	 -0.951 	 0.309 	 2.828 	 	 -2.237 
1245.500 	 -0.910 	 0.414 	 2.715 	 	 -2.257 
1245.550 	 -0.859 	 0.511 	 2.605 	 	 -2.198 
1245.600 	 -0.802 	 0.597 	 2.501 	 	 -2.066 
1245.650 	 -0.743 	 0.670 	 2.408 	 	 -1.870 
1245.700 	 -0.686 	 0.727 	 2.327 	 	 -1.619 
1245.750 	 -0.637 	 0.771 	 2.261 	 	 -1.325 
1245.800 	 -0.597 	 0.802 	 2.211 	 	 -0.998 
1245.850 	 -0.571 	 0.821 	 2.178 	 	 -0.648 
1245.900 	 -0.559 	 0.829 	 2.164 	 	 -0.284 
1245.950 	 -0.563 	 0.827 	 2.169 	 	 0.086 
1246.000 	 -0.581 	 0.814 	 2.191 	 	 0.454 
1246.050 	 -0.614 	 0.789 	 2.232 	 	 0.813 
1246.100 	 -0.659 	 0.753 	 2.290 	 	 1.153 
1246.150 	 -0.712 	 0.702 	 2.363 	 	 1.466 
1246.200 	 -0.770 	 0.638 	 2.450 	 	 1.741 
1246.250 	 -0.829 	 0.559 	 2.548 	 	 1.968 
1246.300 	 -0.884 	 0.467 	 2.655 	 	 2.136 
1246.350 	 -0.931 	 0.366 	 2.767 	 	 2.235 
1246.400 	 -0.966 	 0.259 	 2.880 	 	 2.258 
1246.450 	 -0.989 	 0.151 	 2.990 	 	 2.200 
1246.500 	 -0.999 	 0.049 	 3.093 	 	 2.062 
1246.550 	 -0.999 	 -0.044 	 3.098 	 	 1.847 
1246.600 	 -0.993 	 -0.122 	 3.020 	 	 1.562 
1246.650 	 -0.983 	 -0.182 	 2.959 	 	 1.220 
1246.700 	 -0.975 	 -0.223 	 2.917 	 	 0.832 
1246.750 	 -0.970 	 -0.243 	 2.897 	 	 0.413 
1246.800 	 -0.970 	 -0.242 	 2.898 	 	 -0.020 
1246.850 	 -0.976 	 -0.220 	 2.920 	 	 -0.453 
1246.900 	 -0.984 	 -0.177 	 2.964 	 	 -0.869 
1246.950 	 -0.993 	 -0.115 	 3.026 	 	 -1.254 
1247.000 	 -0.999 	 -0.036 	 3.106 	 	 -1.591 
1247.050 	 -0.998 	 0.058 	 3.084 	 	 -1.870 
1247.100 	 -0.987 	 0.161 	 2.980 	 	 -2.078 
1247.150 	 -0.963 	 0.269 	 2.869 	 	 -2.209 
1247.200 	 -0.927 	 0.376 	 2.757 	 	 -2.259 
1247.250 	 -0.879 	 0.476 	 2.645 	 	 -2.229 
1247.300 	 -0.824 	 0.567 	 2.539 	 	 -2.123 
1247.350 	 -0.765 	 0.644 	 2.441 	 	 -1.949 
1247.400 	 -0.707 	 0.708 	 2.356 	 	 -1.718 
1247.450 	 -0.654 	 0.757 	 2.284 	 	 -1.439 
1247.500 	 -0.610 	 0.792 	 2.227 	 	 -1.123 
1247.550 	 -0.579 	 0.815 	 2.188 	 	 -0.780 
1247.600 	 -0.562 	 0.827 	 2.167 	 	 -0.421 
1247.650 	 -0.560 	 0.829 	 2.165 	 	 -0.052 
1247.700 	 -0.573 	 0.820 	 2.181 	 	 0.318 
1247.750 	 -0.600 	 0.800 	 2.215 	 	 0.681 
1247.800 	 -0.641 	 0.768 	 2.266 	 	 1.030 
1247.850 	 -0.691 	 0.723 	 2.334 	 	 1.354 
1247.900 	 -0.748 	 0.663 	 2.416 	 	 1.644 
1247.950 	 -0.807 	 0.590 	 2.511 	 	 1.890 
1248.000 	 -0.864 	 0.503 	 2.615 	 	 2.081 
1248.050 	 -0.915 	 0.405 	 2.725 	 	 2.207 
1248.100 	 -0.954 	 0.299 	 2.838 	 	 2.258 
1248.150 	 -0.982 	 0.191 	 2.950 	 	 2.231 
1248.200 	 -0.996 	 0.086 	 3.056 	 	 2.123 
1248.250 	 -1.000 	 -0.011 	 3.131 	 	 1.935 
1248.300 	 -0.996 	 -0.094 	 3.047 	 	 1.676 
1248.350 	 -0.987 	 -0.162 	 2.979 	 	 1.353 
1248.400 	 -0.978 	 -0.210 	 2.930 	 	 0.980 
1248.450 	 -0.971 	 -0.238 	 2.902 	 	 0.572 
1248.500 	 -0.970 	 -0.244 	 2.895 	 	 0.142 
1248.550 	 -0.973 	 -0.230 	 2.909 	 	 -0.293 
1248.600 	 -0.981 	 -0.195 	 2.945 	 	 -0.717 
1248.650 	 -0.990 	 -0.140 	 3.001 	 	 -1.115 
1248.700 	 -0.998 	 -0.067 	 3.075 	 	 -1.472 
1248.750 	 -1.000 	 0.022 	 3.120 	 	 -1.774 
1248.800 	 -0.993 	 0.122 	 3.020 	 	 -2.009 
1248.850 	 -0.974 	 0.229 	 2.911 	 	 -2.170 
1248.900 	 -0.942 	 0.336 	 2.799 	 	 -2.250 
1248.950 	 -0.898 	 0.440 	 2.686 	 	 -2.249 
1249.000 	 -0.845 	 0.535 	 2.578 	 	 -2.171 
1249.050 	 -0.787 	 0.617 	 2.476 	 	 -2.021 
1249.100 	 -0.728 	 0.686 	 2.386 	 	 -1.810 
1249.150 	 -0.673 	 0.740 	 2.309 	 	 -1.547 
1249.200 	 -0.625 	 0.780 	 2.246 	 	 -1.244 
1249.250 	 -0.589 	 0.808 	 2.201 	 	 -0.910 
1249.300 	 -0.567 	 0.824 	 2.173 	 	 -0.556 
1249.350 	 -0.559 	 0.829 	 2.164 	 	 -0.189 
1249.400 	 -0.566 	 0.824 	 2.173 	 	 0.181 
1249.450 	 -0.589 	 0.808 	 2.200 	 	 0.548 
1249.500 	 -0.624 	 0.781 	 2.245 	 	 0.902 
1249.550 	 -0.671 	 0.741 	 2.307 	 	 1.237 
1249.600 	 -0.727 	 0.687 	 2.384 	 	 1.541 
1249.650 	 -0.785 	 0.619 	 2.474 	 	 1.805 
1249.700 	 -0.844 	 0.537 	 2.575 	 	 2.017 
1249.750 	 -0.897 	 0.442 	 2.684 	 	 2.168 
1249.800 	 -0.941 	 0.339 	 2.796 	 	 2.248 
1249.850 	 -0.973 	 0.231 	 2.908 	 	 2.251 
1249.900 	 -0.992 	 0.124 	 3.017 	 	 2.172 
1249.950 	 -1.000 	 0.024 	 3.118 	 	 2.014 
1250.000 	 -0.998 	 -0.065 	 3.076 	 	 1.780 
1250.050 	 -0.990 	 -0.139 	 3.002 	 	 1.480 
1250.100 	 -0.981 	 -0.194 	 2.946 	 	 1.124 
1250.150 	 -0.973 	 -0.230 	 2.910 	 	 0.727 
1250.200 	 -0.970 	 -0.244 	 2.895 	 	 0.303 
1250.250 	 -0.971 	 -0.238 	 2.901 	 	 -0.132 
1250.300 	 -0.978 	 -0.211 	 2.929 	 	 -0.562 
1250.350 	 -0.987 	 -0.163 	 2.978 	 	 -0.971 
1250.400 	 -0.995 	 -0.096 	 3.045 	 	 -1.345 
1250.450 	 -1.000 	 -0.013 	 3.129 	 	 -1.669 
1250.500 	 -0.997 	 0.083 	 3.058 	 	 -1.930 
1250.550 	 -0.982 	 0.188 	 2.952 	 	 -2.119 
1250.600 	 -0.955 	 0.296 	 2.841 	 	 -2.229 
1250.650 	 -0.916 	 0.402 	 2.728 	 	 -2.259 
1250.700 	 -0.866 	 0.501 	 2.617 	 	 -2.209 
1250.750 	 -0.809 	 0.588 	 2.513 	 	 -2.085 
1250.800 	 -0.750 	 0.662 	 2.418 	 	 -1.895 
1250.850 	 -0.692 	 0.721 	 2.336 	 	 -1.650 
1250.900 	 -0.642 	 0.767 	 2.268 	 	 -1.361 
1250.950 	 -0.601 	 0.799 	 2.216 	 	 -1.037 
1251.000 	 -0.573 	 0.819 	 2.181 	 	 -0.690 
1251.050 	 -0.560 	 0.829 	 2.165 	 	 -0.327 
1251.100 	 -0.562 	 0.827 	 2.167 	 	 0.043 
1251.150 	 -0.579 	 0.816 	 2.188 	 	 0.412 
1251.200 	 -0.610 	 0.793 	 2.226 	 	 0.772 
1251.250 	 -0.653 	 0.757 	 2.282 	 	 1.115 
1251.300 	 -0.705 	 0.709 	 2.354 	 	 1.432 
1251.350 	 -0.763 	 0.646 	 2.439 	 	 1.712 
1251.400 	 -0.822 	 0.569 	 2.537 	 	 1.945 
1251.450 	 -0.878 	 0.479 	 2.643 	 	 2.120 
1251.500 	 -0.926 	 0.378 	 2.754 	 	 2.227 
1251.550 	 -0.963 	 0.271 	 2.867 	 	 2.259 
1251.600 	 -0.987 	 0.163 	 2.977 	 	 2.211 
1251.650 	 -0.998 	 0.060 	 3.082 	 	 2.082 
1251.700 	 -0.999 	 -0.034 	 3.108 	 	 1.875 
1251.750 	 -0.994 	 -0.113 	 3.028 	 	 1.599 
1251.800 	 -0.984 	 -0.176 	 2.965 	 	 1.262 
1251.850 	 -0.976 	 -0.219 	 2.921 	 	 0.878 
1251.900 	 -0.970 	 -0.241 	 2.898 	 	 0.463 
1251.950 	 -0.970 	 -0.243 	 2.896 	 	 0.030 
1252.000 	 -0.975 	 -0.223 	 2.916 	 	 -0.404 
1252.050 	 -0.983 	 -0.183 	 2.958 	 	 -0.823 
1252.100 	 -0.992 	 -0.123 	 3.018 	 	 -1.211 
1252.150 	 -0.999 	 -0.046 	 3.096 	 	 -1.555 
1252.200 	 -0.999 	 0.046 	 3.095 	 	 -1.841 
1252.250 	 -0.989 	 0.149 	 2.992 	 	 -2.058 
1252.300 	 -0.967 	 0.256 	 2.882 	 	 -2.198 
1252.350 	 -0.932 	 0.364 	 2.770 	 	 -2.257 
1252.400 	 -0.885 	 0.465 	 2.658 	 	 -2.236 
1252.450 	 -0.830 	 0.557 	 2.551 	 	 -2.139 
1252.500 	 -0.772 	 0.636 	 2.452 	 	 -1.973 
1252.550 	 -0.713 	 0.701 	 2.365 	 	 -1.747 
1252.600 	 -0.660 	 0.752 	 2.291 	 	 -1.473 
1252.650 	 -0.615 	 0.789 	 2.233 	 	 -1.161 
1252.700 	 -0.582 	 0.813 	 2.192 	 	 -0.821 
1252.750 	 -0.563 	 0.826 	 2.169 	 	 -0.463 
1252.800 	 -0.559 	 0.829 	 2.164 	 	 -0.095 
1252.850 	 -0.571 	 0.821 	 2.178 	 	 0.276 
1252.900 	 -0.597 	 0.803 	 2.210 	 	 0.640 
1252.950 	 -0.636 	 0.772 	 2.259 	 	 0.990 
1253.000 	 -0.685 	 0.729 	 2.325 	 	 1.318 
1253.050 	 -0.741 	 0.671 	 2.406 	 	 1.613 
1253.100 	 -0.801 	 0.599 	 2.499 	 	 1.864 
1253.150 	 -0.858 	 0.513 	 2.602 	 	 2.062 
1253.200 	 -0.909 	 0.416 	 2.712 	 	 2.196 
1253.250 	 -0.950 	 0.311 	 2.825 	 	 2.256 
1253.300 	 -0.979 	 0.203 	 2.937 	 	 2.238 
1253.350 	 -0.995 	 0.098 	 3.044 	 	 2.139 
1253.400 	 -1.000 	 -0.000 	 3.141 	 	 1.961 
1253.450 	 -0.996 	 -0.086 	 3.056 	 	 1.709 
1253.500 	 -0.988 	 -0.155 	 2.986 	 	 1.393 
1253.550 	 -0.979 	 -0.205 	 2.935 	 	 1.026 
1253.600 	 -0.972 	 -0.235 	 2.904 	 	 0.620 
1253.650 	 -0.970 	 -0.245 	 2.894 	 	 0.192 
1253.700 	 -0.972 	 -0.233 	 2.906 	 	 -0.243 
1253.750 	 -0.980 	 -0.200 	 2.940 	 	 -0.669 
1253.800 	 -0.989 	 -0.148 	 2.994 	 	 -1.071 
1253.850 	 -0.997 	 -0.076 	 3.065 	 	 -1.434 
1253.900 	 -1.000 	 0.011 	 3.131 	 	 -1.742 
1253.950 	 -0.994 	 0.110 	 3.032 	 	 -1.986 
1254.000 	 -0.976 	 0.216 	 2.924 	 	 -2.155 
1254.050 	 -0.946 	 0.324 	 2.812 	 	 -2.245 
1254.100 	 -0.904 	 0.428 	 2.699 	 	 -2.253 
1254.150 	 -0.852 	 0.524 	 2.590 	 	 -2.184 
1254.200 	 -0.794 	 0.608 	 2.488 	 	 -2.042 
1254.250 	 -0.735 	 0.679 	 2.396 	 	 -1.837 
1254.300 	 -0.679 	 0.734 	 2.317 	 	 -1.580 
1254.350 	 -0.630 	 0.776 	 2.253 	 	 -1.281 
1254.400 	 -0.593 	 0.805 	 2.205 	 	 -0.950 
1254.450 	 -0.568 	 0.823 	 2.175 	 	 -0.598 
1254.500 	 -0.559 	 0.829 	 2.164 	 	 -0.232 
1254.550 	 -0.565 	 0.825 	 2.171 	 	 0.138 
1254.600 	 -0.585 	 0.811 	 2.196 	 	 0.506 
1254.650 	 -0.620 	 0.785 	 2.239 	 	 0.862 
1254.700 	 -0.666 	 0.746 	 2.299 	 	 1.199 
1254.750 	 -0.720 	 0.694 	 2.374 	 	 1.508 
1254.800 	 -0.779 	 0.627 	 2.463 	 	 1.777 
1254.850 	 -0.837 	 0.547 	 2.563 	 	 1.996 
1254.900 	 -0.891 	 0.454 	 2.671 	 	 2.154 
1254.950 	 -0.936 	 0.351 	 2.783 	 	 2.243 
1255.000 	 -0.970 	 0.244 	 2.896 	 	 2.254 
1255.050 	 -0.991 	 0.136 	 3.005 	 	 2.186 
1255.100 	 -0.999 	 0.035 	 3.107 	 	 2.036 
1255.150 	 -0.998 	 -0.056 	 3.086 	 	 1.811 
1255.200 	 -0.991 	 -0.131 	 3.010 	 	 1.517 
1255.250 	 -0.982 	 -0.189 	 2.952 	 	 1.168 
1255.300 	 -0.974 	 -0.227 	 2.913 	 	 0.774 
1255.350 	 -0.970 	 -0.244 	 2.895 	 	 0.353 
1255.400 	 -0.971 	 -0.240 	 2.899 	 	 -0.082 
1255.450 	 -0.977 	 -0.215 	 2.925 	 	 -0.513 
1255.500 	 -0.986 	 -0.169 	 2.971 	 	 -0.926 
1255.550 	 -0.994 	 -0.105 	 3.037 	 	 -1.304 
1255.600 	 -1.000 	 -0.023 	 3.118 	 	 -1.635 
1255.650 	 -0.997 	 0.072 	 3.070 	 	 -1.904 
1255.700 	 -0.984 	 0.176 	 2.965 	 	 -2.101 
1255.750 	 -0.959 	 0.284 	 2.854 	 	 -2.221 
1255.800 	 -0.921 	 0.390 	 2.741 	 	 -2.259 
1255.850 	 -0.872 	 0.490 	 2.630 	 	 -2.218 
1255.900 	 -0.816 	 0.579 	 2.525 	 	 -2.102 
1255.950 	 -0.756 	 0.654 	 2.429 	 	 -1.920 
1256.000 	 -0.699 	 0.715 	 2.345 	 	 -1.681 
1256.050 	 -0.647 	 0.762 	 2.275 	 	 -1.396 
1256.100 	 -0.605 	 0.796 	 2.221 	 	 -1.076 
1256.150 	 -0.576 	 0.818 	 2.184 	 	 -0.731 
1256.200 	 -0.561 	 0.828 	 2.166 	 	 -0.369 
1256.250 	 -0.561 	 0.828 	 2.166 	 	 0.000 
1256.300 	 -0.576 	 0.818 	 2.184 	 	 0.370 
1256.350 	 -0.605 	 0.796 	 2.221 	 	 0.732 
1256.400 	 -0.647 	 0.762 	 2.275 	 	 1.077 
1256.450 	 -0.699 	 0.715 	 2.345 	 	 1.397 
1256.500 	 -0.757 	 0.654 	 2.429 	 	 1.682 
1256.550 	 -0.816 	 0.578 	 2.525 	 	 1.921 
1256.600 	 -0.872 	 0.490 	 2.630 	 	 2.103 
1256.650 	 -0.921 	 0.390 	 2.741 	 	 2.218 
1256.700 	 -0.959 	 0.284 	 2.854 	 	 2.259 
1256.750 	 -0.984 	 0.176 	 2.965 	 	 2.221 
1256.800 	 -0.997 	 0.072 	 3.070 	 	 2.101 
1256.850 	 -1.000 	 -0.024 	 3.118 	 	 1.903 
1256.900 	 -0.994 	 -0.105 	 3.036 	 	 1.634 
1256.950 	 -0.986 	 -0.170 	 2.971 	 	 1.303 
1257.000 	 -0.977 	 -0.215 	 2.925 	 	 0.925 
1257.050 	 -0.971 	 -0.240 	 2.899 	 	 0.512 
1257.100 	 -0.970 	 -0.244 	 2.895 	 	 0.080 
1257.150 	 -0.974 	 -0.227 	 2.913 	 	 -0.354 
